type,index,value
LL,0,-15.596433995411513
LL,1,-15.591199710815848
LL,2,-15.586685869705605
LL,3,-15.58302140760308
LL,4,-15.580076011235628
LL,5,-15.577945465428476
LL,6,-15.57646619655004
LL,7,-15.575941376486487
LL,8,-15.575955440089084
LL,9,-15.576802304129544
LL,10,-15.578291559811973
LL,11,-15.580479395181237
LL,12,-15.583343254447957
LL,13,-15.586695738786707
LL,14,-15.590908048252231
LL,15,-15.595683099033582
LL,16,-15.601047335423956
LL,17,-15.60709561667142
LL,18,-15.613722501303528
LL,19,-15.6209207177691
LL,20,-15.628853006609276
LL,21,-15.63720970663656
LL,22,-15.646128202429745
LL,23,-15.655556078139037
LL,24,-15.66569477607953
LL,25,-15.676370653033933
LL,26,-15.687567337940237
LL,27,-15.699146082811108
LL,28,-15.71140312500061
LL,29,-15.724075330628443
LL,30,-15.737372066871165
LL,31,-15.750927027240504
LL,32,-15.765003204755862
LL,33,-15.779559418733687
LL,34,-15.794514366245036
LL,35,-15.80997666456608
LL,36,-15.825911399241363
LL,37,-15.842187900176148
LL,38,-15.858865983977623
LL,39,-15.876126548434584
LL,40,-15.893661490908125
LL,41,-15.911605260203345
LL,42,-15.93005095167886
LL,43,-15.948861957974135
LL,44,-15.967953474699305
LL,45,-15.987401073394011
LL,46,-16.007202564254648
LL,47,-16.027348121981124
LL,48,-16.047700734443204
LL,49,-16.06855215705435
MSE,0,0.9281438299742087
MSE,1,0.7471347694511278
MSE,2,0.986549524256029
MSE,3,0.9753186690158238
MSE,4,0.9111623138408413
MSE,5,1.0012275457766857
MSE,6,0.7856921055371192
MSE,7,0.948185211046339
MSE,8,0.7896777271525108
MSE,9,0.9446718036830006
