type,index,value
LL,0,-3.8864147822678197
LL,1,-3.882748389365286
LL,2,-3.8791594984606896
LL,3,-3.875641028520016
LL,4,-3.872218628889115
LL,5,-3.868797097294075
LL,6,-3.8656477116467576
LL,7,-3.8623400026822936
LL,8,-3.858995132489558
LL,9,-3.8564273092835926
LL,10,-3.853709567792264
LL,11,-3.8511382749475493
LL,12,-3.8485309170294393
LL,13,-3.8458740975206025
LL,14,-3.843406373148402
LL,15,-3.841154532529253
LL,16,-3.8386003145685317
LL,17,-3.836654810084648
LL,18,-3.8344968439206846
LL,19,-3.8327328924141404
LL,20,-3.8309337347010355
LL,21,-3.8290654503063477
LL,22,-3.8270873920252377
LL,23,-3.825648210892557
LL,24,-3.823903800211981
LL,25,-3.8223533139915027
LL,26,-3.820746385563541
LL,27,-3.818984758523544
LL,28,-3.8177369268640104
LL,29,-3.816255017114422
LL,30,-3.814793173932691
LL,31,-3.8135170501871207
LL,32,-3.812343488422939
LL,33,-3.811205800062548
LL,34,-3.809946091515092
LL,35,-3.808688496788977
LL,36,-3.8077973919882617
LL,37,-3.806859494166666
LL,38,-3.8054942996049044
LL,39,-3.8046220396110826
LL,40,-3.8037247642812915
LL,41,-3.8030257747571996
LL,42,-3.8023162193523006
LL,43,-3.801969182953634
LL,44,-3.8011775655117326
LL,45,-3.8005344322809984
LL,46,-3.7996353993118412
LL,47,-3.7989565739675593
LL,48,-3.7983791450833513
LL,49,-3.7976718254747075
MSE,0,0.2909087970744521
MSE,1,0.3091337988997593
MSE,2,0.6143067547571378
MSE,3,0.4353148721478823
MSE,4,0.3893004351730409
MSE,5,0.22939343692347472
MSE,6,0.18404849958004113
MSE,7,0.3268834806807757
MSE,8,0.35610046660250694
MSE,9,0.4275272792504466
