type,index,value
LL,0,-15.59232994870688
LL,1,-15.58543712794096
LL,2,-15.579392260231293
LL,3,-15.574125451368252
LL,4,-15.569596223447675
LL,5,-15.565909319952203
LL,6,-15.562957676600982
LL,7,-15.560808343160693
LL,8,-15.559421343737574
LL,9,-15.558818696704401
LL,10,-15.558833497976238
LL,11,-15.559603484919174
LL,12,-15.561023570012598
LL,13,-15.563198958967373
LL,14,-15.56599377217239
LL,15,-15.569568990940379
LL,16,-15.573673968646045
LL,17,-15.57841812077253
LL,18,-15.583976086349736
LL,19,-15.590100997034273
LL,20,-15.59674367103809
LL,21,-15.604111204058228
LL,22,-15.61197115272176
LL,23,-15.620324975626858
LL,24,-15.62938316683452
LL,25,-15.638922727100928
LL,26,-15.64913870931787
LL,27,-15.659832187776349
LL,28,-15.671048184057403
LL,29,-15.682871755320345
LL,30,-15.695087311068573
LL,31,-15.707930547348434
LL,32,-15.721142072616905
LL,33,-15.73485933511193
LL,34,-15.749158702928586
LL,35,-15.763752894589462
LL,36,-15.77887688113699
LL,37,-15.794453060330218
LL,38,-15.810583131773033
LL,39,-15.827133189692109
LL,40,-15.844003686340722
LL,41,-15.861322501256652
LL,42,-15.879143936268074
LL,43,-15.897421358273613
LL,44,-15.915921017268042
LL,45,-15.934928183629747
LL,46,-15.954235772992243
LL,47,-15.974014196898267
LL,48,-15.994111416082095
LL,49,-16.014513928696598
MSE,0,0.9270520317384365
MSE,1,0.7987255376755162
MSE,2,0.8890142673917985
MSE,3,0.7919770872597742
MSE,4,0.8062806644115815
MSE,5,0.7464480313166981
MSE,6,0.8942264608344078
MSE,7,0.8111677639132165
MSE,8,0.8478832698141914
MSE,9,0.7747244435503023
