type,index,value
LL,0,-16.06345948088392
LL,1,-16.0522999980414
LL,2,-16.0421056260836
LL,3,-16.03296181342746
LL,4,-16.024153169317785
LL,5,-16.017024579740287
LL,6,-16.010405170348427
LL,7,-16.00409826287997
LL,8,-15.998822094166638
LL,9,-15.994606981216023
LL,10,-15.991014255004364
LL,11,-15.988278463044134
LL,12,-15.985544460979984
LL,13,-15.983362745394132
LL,14,-15.98225774766494
LL,15,-15.982128014360303
LL,16,-15.982537360369147
LL,17,-15.982814224549895
LL,18,-15.984218168531754
LL,19,-15.986590582782245
LL,20,-15.989470767049715
LL,21,-15.991909822917995
LL,22,-15.996032093874827
LL,23,-16.00062030005211
LL,24,-16.00534926248141
LL,25,-16.010591617753196
LL,26,-16.01637027035526
LL,27,-16.023212474124172
LL,28,-16.03033110920643
LL,29,-16.037843203679852
LL,30,-16.045951432148158
LL,31,-16.05457385723245
LL,32,-16.063635585663143
LL,33,-16.07257545314471
LL,34,-16.08360315015816
LL,35,-16.09480747052485
LL,36,-16.105650776679862
LL,37,-16.117062624448835
LL,38,-16.128338418285527
LL,39,-16.141047678206
LL,40,-16.153754719696238
LL,41,-16.16720501353536
LL,42,-16.180617670876963
LL,43,-16.194360227529643
LL,44,-16.20877833819483
LL,45,-16.223728944882815
LL,46,-16.238918118218724
LL,47,-16.254567080122094
LL,48,-16.270279250995205
LL,49,-16.28665164596812
MSE,0,1.013653028274805
MSE,1,0.9654799008460931
MSE,2,1.1606602873884713
MSE,3,1.0136686097547096
MSE,4,1.0345231926465475
MSE,5,0.9998500095887249
MSE,6,0.9322264930105938
MSE,7,1.0500261108922537
MSE,8,0.8980837808118068
MSE,9,1.1308140589161333
