type,index,value
LL,0,-9.34775842308278
LL,1,-9.332099268147019
LL,2,-9.31686316924196
LL,3,-9.301356605068143
LL,4,-9.286858826238866
LL,5,-9.272530081308364
LL,6,-9.259034183528184
LL,7,-9.245905191033298
LL,8,-9.233448203042965
LL,9,-9.221340329438924
LL,10,-9.211626409535821
LL,11,-9.200662242705572
LL,12,-9.189987505236028
LL,13,-9.17945997478471
LL,14,-9.169335970548483
LL,15,-9.160415233703853
LL,16,-9.152982500336538
LL,17,-9.144557045657674
LL,18,-9.137780507973446
LL,19,-9.130130149858246
LL,20,-9.122563829912817
LL,21,-9.116033360212777
LL,22,-9.109786501099672
LL,23,-9.103534359246249
LL,24,-9.098790486764628
LL,25,-9.093943656058478
LL,26,-9.090268440700166
LL,27,-9.086440448263172
LL,28,-9.083358737994725
LL,29,-9.080777084295299
LL,30,-9.077409336170394
LL,31,-9.07633376746746
LL,32,-9.075027709796398
LL,33,-9.073599694103988
LL,34,-9.07183051316539
LL,35,-9.072245063120912
LL,36,-9.071691501035856
LL,37,-9.072009015736914
LL,38,-9.071702710795103
LL,39,-9.072210142905215
LL,40,-9.07275832601563
LL,41,-9.073862323710872
LL,42,-9.075647987317799
LL,43,-9.077509741873936
LL,44,-9.079626003520625
LL,45,-9.081892826369621
LL,46,-9.083665685470022
LL,47,-9.086549805815572
LL,48,-9.088999292617354
LL,49,-9.091907944578574
MSE,0,1.0314417205808974
MSE,1,0.8630935549098916
MSE,2,0.7514117383119886
MSE,3,0.6443169937227781
MSE,4,0.9021761831921964
MSE,5,0.9318171421244895
MSE,6,0.9212052852405405
MSE,7,0.874607929296003
MSE,8,0.9780558286336896
MSE,9,0.8691098297164062
