type,index,value
LL,0,-8.347783441239603
LL,1,-8.342333870736628
LL,2,-8.337772728431455
LL,3,-8.333370965748111
LL,4,-8.329096207185625
LL,5,-8.324452975836596
LL,6,-8.320351907391455
LL,7,-8.316351672255266
LL,8,-8.313144925476957
LL,9,-8.309736434185094
LL,10,-8.306688936393154
LL,11,-8.303847772380703
LL,12,-8.300827525965298
LL,13,-8.298008272846582
LL,14,-8.29538682623512
LL,15,-8.29295146155761
LL,16,-8.290343705202284
LL,17,-8.288592641291231
LL,18,-8.286426470204972
LL,19,-8.284788870256163
LL,20,-8.282755887696235
LL,21,-8.280840240486004
LL,22,-8.279042539818906
LL,23,-8.277653042635652
LL,24,-8.276074381656839
LL,25,-8.274587859212987
LL,26,-8.273331318701825
LL,27,-8.272320468530811
LL,28,-8.27149161010218
LL,29,-8.270467057162097
LL,30,-8.269492749510473
LL,31,-8.268404710413169
LL,32,-8.267424683025967
LL,33,-8.266232419815381
LL,34,-8.265192509398654
LL,35,-8.264000298914528
LL,36,-8.263217830339846
LL,37,-8.262922132875799
LL,38,-8.26206211499165
LL,39,-8.261704574267673
LL,40,-8.260893496133022
LL,41,-8.26069983962622
LL,42,-8.259911929527963
LL,43,-8.259395705622179
LL,44,-8.258403923597546
LL,45,-8.257895422301083
LL,46,-8.257313169417303
LL,47,-8.25723203075568
LL,48,-8.256852765414529
LL,49,-8.256523753136367
MSE,0,0.277264554402597
MSE,1,0.2188660653441129
MSE,2,0.27133577789278424
MSE,3,0.2532506584167155
MSE,4,0.2383436429865008
MSE,5,0.26812686864237406
MSE,6,0.28875129516683745
MSE,7,0.21892972093684146
MSE,8,0.23194638435153234
MSE,9,0.27497293421180424
