type,index,value
LL,0,-54.56988162934715
LL,1,-54.28190206875871
LL,2,-54.01600812243672
LL,3,-53.751010563240285
LL,4,-53.45804526059965
LL,5,-53.17808418172655
LL,6,-52.90049359285439
LL,7,-52.62381676851231
LL,8,-52.387453767710795
LL,9,-52.143622066581585
LL,10,-51.88235749761244
LL,11,-51.63911839109708
LL,12,-51.38593026118018
LL,13,-51.13970818851537
LL,14,-50.857012691768674
LL,15,-50.61567906944849
LL,16,-50.358231402395255
LL,17,-50.103842124367844
LL,18,-49.89206349034766
LL,19,-49.70583785397362
LL,20,-49.48933361247633
LL,21,-49.252277068708665
LL,22,-49.031337626987074
LL,23,-48.80405790740375
LL,24,-48.583462393624515
LL,25,-48.40210501946548
LL,26,-48.222060329732095
LL,27,-47.98966311640514
LL,28,-47.77300924497565
LL,29,-47.56291480214034
LL,30,-47.35104596647513
LL,31,-47.122322050458386
LL,32,-46.90251912908972
LL,33,-46.69427623242878
LL,34,-46.50952018913112
LL,35,-46.30812525208863
LL,36,-46.140294184019254
LL,37,-45.96931528825043
LL,38,-45.77812347165252
LL,39,-45.56387929694548
LL,40,-45.38285128080385
LL,41,-45.21353705074851
LL,42,-45.02350673013245
LL,43,-44.84867437095774
LL,44,-44.678654686913816
LL,45,-44.499923888106146
LL,46,-44.33166400288189
LL,47,-44.17040415710371
LL,48,-44.010130826409366
LL,49,-43.846269314021605
MSE,0,1.485740220358619
MSE,1,1.5209040250442403
MSE,2,1.7955005131470678
MSE,3,1.3971119133302163
MSE,4,1.6588557580740957
MSE,5,1.7036096542820562
MSE,6,2.294281677451309
MSE,7,2.147985466208201
MSE,8,1.950896458075719
MSE,9,1.9234408709549398
