type,index,value
LL,0,-216.33315899452128
LL,1,-215.9102190376537
LL,2,-215.71957582655824
LL,3,-215.39911436296174
LL,4,-214.52932815428744
LL,5,-213.96719526607916
LL,6,-213.08658949632664
LL,7,-212.23101991843336
LL,8,-212.1563521287449
LL,9,-213.15071090913958
LL,10,-212.94031747333275
LL,11,-213.74376383483485
LL,12,-213.805130174795
LL,13,-213.98670540607282
LL,14,-213.95299600901868
LL,15,-212.67666539058706
LL,16,-213.57516074607662
LL,17,-214.20855283957334
LL,18,-214.82442464059554
LL,19,-214.48937621995051
LL,20,-214.22186570079276
LL,21,-213.13976704929823
LL,22,-213.14400433010942
LL,23,-212.04954748542838
LL,24,-212.41239487502162
LL,25,-213.16329181799784
LL,26,-213.12166737828642
LL,27,-211.94231591203555
LL,28,-211.42545923220806
LL,29,-212.32389033589206
LL,30,-212.4734308914251
LL,31,-213.0882463240183
LL,32,-214.2117626411501
LL,33,-212.57779566031667
LL,34,-213.45485543902282
LL,35,-213.09430831304218
LL,36,-213.90300239452435
LL,37,-213.05890547679263
LL,38,-212.65439942570706
LL,39,-211.31959130627962
LL,40,-210.54175706000632
LL,41,-211.07646000598896
LL,42,-210.99785760925207
LL,43,-211.11766528390794
LL,44,-209.6498497622644
LL,45,-210.30326525477818
LL,46,-210.65258851574103
LL,47,-211.991579605921
LL,48,-212.31837862569355
LL,49,-212.50800146269688
MSE,0,1.9900897225652647
MSE,1,1.8541035831323531
MSE,2,1.6939270269433389
MSE,3,1.9226239798321731
MSE,4,2.1230234711725657
MSE,5,1.9982368711586254
MSE,6,2.036318093448656
MSE,7,1.7084832625202389
MSE,8,1.7760424287746936
MSE,9,1.7144803017550283
