type,index,value
LL,0,-26.31619474343601
LL,1,-26.071487575068126
LL,2,-25.831262508967505
LL,3,-25.599859233957243
LL,4,-25.374976068135204
LL,5,-25.153665990190255
LL,6,-24.930707181439143
LL,7,-24.709363601213383
LL,8,-24.499375979895678
LL,9,-24.283601626630194
LL,10,-24.069562968646878
LL,11,-23.86464222916004
LL,12,-23.665694882635183
LL,13,-23.465662413297032
LL,14,-23.267962319458853
LL,15,-23.07125382348287
LL,16,-22.884193664311884
LL,17,-22.696201984989717
LL,18,-22.51271822480187
LL,19,-22.32787109184783
LL,20,-22.151223256001852
LL,21,-21.97409574850937
LL,22,-21.804856722746386
LL,23,-21.62790199301998
LL,24,-21.451214021784114
LL,25,-21.281079549003728
LL,26,-21.12365439509429
LL,27,-20.956590760011633
LL,28,-20.80526929632652
LL,29,-20.646953347099178
LL,30,-20.48883863650575
LL,31,-20.33242470898739
LL,32,-20.1794789026424
LL,33,-20.03457051258758
LL,34,-19.89008865754331
LL,35,-19.7427163189249
LL,36,-19.60528318497918
LL,37,-19.46985440561772
LL,38,-19.32878733077535
LL,39,-19.195061527465906
LL,40,-19.05914478391625
LL,41,-18.921331951027646
LL,42,-18.789083250535196
LL,43,-18.65884933825666
LL,44,-18.531095090938514
LL,45,-18.40639967492061
LL,46,-18.28089727927376
LL,47,-18.16293358647155
LL,48,-18.044618114250433
LL,49,-17.929208879447636
MSE,0,1.0054620595227786
MSE,1,1.3417737217461727
MSE,2,0.7131899879259777
MSE,3,0.6408230458325778
MSE,4,0.6653262313155787
MSE,5,1.3919562072620055
MSE,6,1.2726377685896335
MSE,7,1.3082217632437485
MSE,8,1.010328723200219
MSE,9,0.6265873149328066
