type,index,value
LL,0,-6.6018762723422695
LL,1,-6.559440203189597
LL,2,-6.518861447392498
LL,3,-6.478182426929216
LL,4,-6.4383601817950575
LL,5,-6.399207429557136
LL,6,-6.360157920406127
LL,7,-6.323095924428898
LL,8,-6.2860790898733345
LL,9,-6.249289484656442
LL,10,-6.212731330382671
LL,11,-6.1766523340365325
LL,12,-6.141380744263644
LL,13,-6.107019762616913
LL,14,-6.07251525835367
LL,15,-6.039669682232484
LL,16,-6.0066448747456835
LL,17,-5.9728840803766685
LL,18,-5.940294554039211
LL,19,-5.907839020085236
LL,20,-5.876314023958074
LL,21,-5.846212880319486
LL,22,-5.8155192350867795
LL,23,-5.78682690741079
LL,24,-5.758368181357716
LL,25,-5.730125580415195
LL,26,-5.703146655153128
LL,27,-5.674909625026217
LL,28,-5.646534440851557
LL,29,-5.620078724510862
LL,30,-5.5943543876264865
LL,31,-5.568793018479747
LL,32,-5.542830567574361
LL,33,-5.51713591792676
LL,34,-5.492236645712826
LL,35,-5.467467742343429
LL,36,-5.443294993280022
LL,37,-5.419730696928054
LL,38,-5.396214985873443
LL,39,-5.374522654710364
LL,40,-5.351922602309953
LL,41,-5.329793016119742
LL,42,-5.308234865730486
LL,43,-5.286827244094546
LL,44,-5.266449340347414
LL,45,-5.246626082800111
LL,46,-5.225827792560996
LL,47,-5.206242170152891
LL,48,-5.186082099399118
LL,49,-5.167508232117951
MSE,0,0.7237255556550309
MSE,1,0.2171206938429063
MSE,2,1.0996174554565157
MSE,3,1.375121053514085
MSE,4,0.3106965524228626
MSE,5,1.0031758360927017
MSE,6,0.6909763849254827
MSE,7,2.867192353037487
MSE,8,0.8899137872549864
MSE,9,1.8401320886063413
