type,index,value
LL,0,-8.605465830102236
LL,1,-8.5987507331035
LL,2,-8.592773632604178
LL,3,-8.58697491781138
LL,4,-8.581692322801631
LL,5,-8.576673327207695
LL,6,-8.572287976886484
LL,7,-8.568154384305725
LL,8,-8.564400582241024
LL,9,-8.56106461610509
LL,10,-8.55819975139003
LL,11,-8.555731466579543
LL,12,-8.55369374458672
LL,13,-8.551789609815163
LL,14,-8.550325452872467
LL,15,-8.549409774441923
LL,16,-8.548669277735414
LL,17,-8.54827048507838
LL,18,-8.548272008718572
LL,19,-8.548602712135413
LL,20,-8.54923743714448
LL,21,-8.550288414558604
LL,22,-8.551572729867322
LL,23,-8.5530250578726
LL,24,-8.554911342019798
LL,25,-8.557141664990786
LL,26,-8.559623641990536
LL,27,-8.562357779141022
LL,28,-8.565383767335238
LL,29,-8.568720564594729
LL,30,-8.572293137069972
LL,31,-8.5760710879846
LL,32,-8.580074010231671
LL,33,-8.584465671751921
LL,34,-8.589039410288569
LL,35,-8.59393660958202
LL,36,-8.599187975544996
LL,37,-8.604557923223373
LL,38,-8.610148011264238
LL,39,-8.615952103965764
LL,40,-8.622065577952677
LL,41,-8.628093846551625
LL,42,-8.634612171200667
LL,43,-8.641431851521634
LL,44,-8.648295693534706
LL,45,-8.655361816851379
LL,46,-8.662772515742665
LL,47,-8.670204460846318
LL,48,-8.677998936523826
LL,49,-8.685863750408126
MSE,0,0.7499116087938802
MSE,1,0.7687103034006975
MSE,2,0.8885291091025159
MSE,3,0.8353452276644934
MSE,4,0.6269454531003988
MSE,5,0.6382053239980863
MSE,6,0.7147905142879223
MSE,7,0.5854732729052082
MSE,8,0.7044482563780333
MSE,9,0.7697077539162205
