type,index,value
LL,0,-63.67683094858704
LL,1,-63.12970955572613
LL,2,-62.58766065090278
LL,3,-62.054395786719695
LL,4,-61.53502896461181
LL,5,-61.02272628767734
LL,6,-60.51561481590365
LL,7,-60.00572790286467
LL,8,-59.509874019464746
LL,9,-59.02595971114918
LL,10,-58.53642148991993
LL,11,-58.052413458997265
LL,12,-57.58006902554412
LL,13,-57.10735564289753
LL,14,-56.642961683802035
LL,15,-56.18355556617456
LL,16,-55.73196370621802
LL,17,-55.28914794406343
LL,18,-54.848508203295445
LL,19,-54.41448648154235
LL,20,-53.98063355032521
LL,21,-53.548483212113545
LL,22,-53.13007109084573
LL,23,-52.716650820413996
LL,24,-52.309509415495334
LL,25,-51.903576839875235
LL,26,-51.49651088774531
LL,27,-51.0955569313074
LL,28,-50.70249404327679
LL,29,-50.327936098606
LL,30,-49.94744952374338
LL,31,-49.56541466120197
LL,32,-49.190786269456
LL,33,-48.8182134228924
LL,34,-48.448948695659084
LL,35,-48.0903518501119
LL,36,-47.73868257681305
LL,37,-47.383121890621865
LL,38,-47.028401690579656
LL,39,-46.67868516347379
LL,40,-46.33572623122397
LL,41,-46.00280501133631
LL,42,-45.67100994366896
LL,43,-45.34046807467162
LL,44,-45.01776100694415
LL,45,-44.69300441281397
LL,46,-44.37127610716688
LL,47,-44.047039460229506
LL,48,-43.727985257687344
LL,49,-43.42064617680494
MSE,0,1.7278507180287537
MSE,1,1.6424504592399476
MSE,2,1.461202050794922
MSE,3,1.8949580396731143
MSE,4,1.6691989685936461
MSE,5,1.8022403908706048
MSE,6,1.7102349211337458
MSE,7,1.6771944628292565
MSE,8,1.4625017926530093
MSE,9,1.2837871290594698
