type,index,value
LL,0,-9.345175873666545
LL,1,-9.32593849206871
LL,2,-9.306610769140741
LL,3,-9.287975264771806
LL,4,-9.27021208361564
LL,5,-9.252027420310217
LL,6,-9.233961363238532
LL,7,-9.216939990298668
LL,8,-9.200320858905616
LL,9,-9.184705190336576
LL,10,-9.168635941601702
LL,11,-9.153203468471661
LL,12,-9.138837670874992
LL,13,-9.124997842033277
LL,14,-9.11057988252232
LL,15,-9.09707198296364
LL,16,-9.084182165942504
LL,17,-9.07132350013055
LL,18,-9.058891451363532
LL,19,-9.046310789903181
LL,20,-9.033785470068635
LL,21,-9.022215891071763
LL,22,-9.010176376981402
LL,23,-8.999542128509889
LL,24,-8.988856695568366
LL,25,-8.979207523182108
LL,26,-8.969595628629113
LL,27,-8.959434623433257
LL,28,-8.950260681640376
LL,29,-8.941527535952996
LL,30,-8.932651715591792
LL,31,-8.923637088688881
LL,32,-8.915445681063549
LL,33,-8.907724276701597
LL,34,-8.899685369382297
LL,35,-8.892020800537571
LL,36,-8.8840550701299
LL,37,-8.877076287141094
LL,38,-8.870689460006368
LL,39,-8.864065129454374
LL,40,-8.857669961059216
LL,41,-8.851312939881465
LL,42,-8.845635991006937
LL,43,-8.8403276603733
LL,44,-8.835001884299498
LL,45,-8.829118273343157
LL,46,-8.823407630178501
LL,47,-8.818335910182963
LL,48,-8.813348899477122
LL,49,-8.809013944688408
MSE,0,0.8169509292273083
MSE,1,0.6898659730741107
MSE,2,0.6023057404368024
MSE,3,0.6357838415063416
MSE,4,0.6723339085634844
MSE,5,0.6477393823674485
MSE,6,0.7052746722820608
MSE,7,0.6693610919526983
MSE,8,0.8409431834156643
MSE,9,0.6780236881011836
