type,index,value
LL,0,-24.99143927725111
LL,1,-24.75888152532327
LL,2,-24.531642247135725
LL,3,-24.312655399258922
LL,4,-24.096791206743976
LL,5,-23.877396489418153
LL,6,-23.666059410288447
LL,7,-23.457743721666954
LL,8,-23.252785975825496
LL,9,-23.047262148740167
LL,10,-22.84807402881973
LL,11,-22.655892455122306
LL,12,-22.466166547995563
LL,13,-22.278220338530826
LL,14,-22.092467145486356
LL,15,-21.90661797559927
LL,16,-21.724324858907927
LL,17,-21.545066157186852
LL,18,-21.370498597393684
LL,19,-21.200438023124015
LL,20,-21.031148992765118
LL,21,-20.869058180650374
LL,22,-20.70307054623939
LL,23,-20.54228084275784
LL,24,-20.386352650246533
LL,25,-20.229043238358944
LL,26,-20.079849082502193
LL,27,-19.92764084347844
LL,28,-19.782742954467082
LL,29,-19.628339454781702
LL,30,-19.483579002338605
LL,31,-19.339295259859814
LL,32,-19.200064078411117
LL,33,-19.063536668798932
LL,34,-18.93045620024241
LL,35,-18.79625369169024
LL,36,-18.664875486808132
LL,37,-18.53709551810919
LL,38,-18.411327666839775
LL,39,-18.284357063134124
LL,40,-18.15838102607324
LL,41,-18.037923543153703
LL,42,-17.917227536943454
LL,43,-17.792531991685795
LL,44,-17.682136003679002
LL,45,-17.570730497751086
LL,46,-17.457825852990233
LL,47,-17.347950591121275
LL,48,-17.23845933727375
LL,49,-17.1329306734355
MSE,0,0.993548080140525
MSE,1,0.9363496787227152
MSE,2,1.4077651644596836
MSE,3,1.240388248680356
MSE,4,0.9448472063388831
MSE,5,0.6749059610130365
MSE,6,1.0588888887235273
MSE,7,0.8150858781077019
MSE,8,1.2542474216283497
MSE,9,1.2575739616585853
