type,index,value
LL,0,-4.094354211001629
LL,1,-4.091661898941538
LL,2,-4.088857083792781
LL,3,-4.086330644293843
LL,4,-4.083963901417894
LL,5,-4.081781035586366
LL,6,-4.080093847472066
LL,7,-4.07839238376806
LL,8,-4.076657453898994
LL,9,-4.0751922857513385
LL,10,-4.074178640596596
LL,11,-4.0732059340626545
LL,12,-4.072239204552389
LL,13,-4.071307687061684
LL,14,-4.07060721705111
LL,15,-4.070065266364138
LL,16,-4.069758632099149
LL,17,-4.069536154899199
LL,18,-4.069437935846645
LL,19,-4.06937612817673
LL,20,-4.069517250149848
LL,21,-4.070016610418234
LL,22,-4.070406327364585
LL,23,-4.071134576547879
LL,24,-4.071538652503801
LL,25,-4.072507361352744
LL,26,-4.073242926296762
LL,27,-4.074103192698148
LL,28,-4.0754710627065585
LL,29,-4.076603719805819
LL,30,-4.078061661280762
LL,31,-4.079503917045012
LL,32,-4.081054764174959
LL,33,-4.082744085614135
LL,34,-4.0846691385738305
LL,35,-4.08664640528655
LL,36,-4.088693080631908
LL,37,-4.090931276461102
LL,38,-4.0931655040119646
LL,39,-4.095648007562278
LL,40,-4.097857234625666
LL,41,-4.100152675421166
LL,42,-4.102849362520788
LL,43,-4.105474553306606
LL,44,-4.107930154880385
LL,45,-4.110606906255844
LL,46,-4.113561893239068
LL,47,-4.116347984729146
LL,48,-4.119379490593865
LL,49,-4.122476120346648
MSE,0,0.44647912904511816
MSE,1,0.4032764049748412
MSE,2,0.4140932275410871
MSE,3,0.7552176065643689
MSE,4,0.35646559408683326
MSE,5,0.25379212204928003
MSE,6,0.4320025442365325
MSE,7,0.3872816197961491
MSE,8,0.29149686434043226
MSE,9,0.22605739043797435
