type,index,value
LL,0,-4.0891927349403625
LL,1,-4.085433769337619
LL,2,-4.081712484521528
LL,3,-4.078319812710901
LL,4,-4.074974356874663
LL,5,-4.071890124049754
LL,6,-4.068926384422794
LL,7,-4.066000093114074
LL,8,-4.06321845306797
LL,9,-4.06077814798213
LL,10,-4.058329662436833
LL,11,-4.055990408171782
LL,12,-4.053972339262168
LL,13,-4.052033149186732
LL,14,-4.050405792158573
LL,15,-4.048669701803061
LL,16,-4.04692033512754
LL,17,-4.045363414522528
LL,18,-4.043706784933878
LL,19,-4.0421941692539685
LL,20,-4.040814423351099
LL,21,-4.039792857733848
LL,22,-4.038830042346897
LL,23,-4.037902710746653
LL,24,-4.037284712347342
LL,25,-4.036501691956064
LL,26,-4.0356436318975755
LL,27,-4.034984776658905
LL,28,-4.03451036280952
LL,29,-4.034135418185283
LL,30,-4.033790778221871
LL,31,-4.03343175521531
LL,32,-4.033119002844194
LL,33,-4.032835275251683
LL,34,-4.032641223538735
LL,35,-4.032710683097088
LL,36,-4.032672882925178
LL,37,-4.0327582330689795
LL,38,-4.032800167434283
LL,39,-4.033200480108505
LL,40,-4.0335206414567475
LL,41,-4.033832713041605
LL,42,-4.034110132911597
LL,43,-4.034214306420443
LL,44,-4.034703193899832
LL,45,-4.034927152034673
LL,46,-4.0354038331893
LL,47,-4.036015596979949
LL,48,-4.036391620374989
LL,49,-4.03689399912335
MSE,0,0.479616517319946
MSE,1,0.42330684617689385
MSE,2,0.279509665300325
MSE,3,0.56085251042307
MSE,4,0.4599041485568764
MSE,5,0.2530103802849584
MSE,6,0.4296550906904259
MSE,7,0.7610187663321417
MSE,8,0.24564280550677897
MSE,9,0.29120383476298556
