type,index,value
LL,0,-9.121765522717897
LL,1,-9.108082872716967
LL,2,-9.094706592549374
LL,3,-9.081927460629771
LL,4,-9.069659100525637
LL,5,-9.058280106327802
LL,6,-9.04738184981419
LL,7,-9.036843494068759
LL,8,-9.026548694529795
LL,9,-9.016618749914972
LL,10,-9.00772535581296
LL,11,-8.998965843892169
LL,12,-8.990456665358028
LL,13,-8.982789098483002
LL,14,-8.975148327193223
LL,15,-8.96794364345863
LL,16,-8.960975198118751
LL,17,-8.954622393213471
LL,18,-8.948610587300795
LL,19,-8.943457028162715
LL,20,-8.93797373567482
LL,21,-8.93306620708066
LL,22,-8.92883723386797
LL,23,-8.92466461027995
LL,24,-8.920824117348706
LL,25,-8.916960210802035
LL,26,-8.913768513184966
LL,27,-8.911067716313827
LL,28,-8.908289382642046
LL,29,-8.906439766889326
LL,30,-8.904673953062614
LL,31,-8.903007274457652
LL,32,-8.901987366812062
LL,33,-8.901076203385873
LL,34,-8.900052895333605
LL,35,-8.899972992423574
LL,36,-8.89963293245351
LL,37,-8.899881948713375
LL,38,-8.900266554334209
LL,39,-8.900761377399608
LL,40,-8.902073067572031
LL,41,-8.90336387141993
LL,42,-8.905424108437051
LL,43,-8.907484141837106
LL,44,-8.90978065767887
LL,45,-8.91243871583919
LL,46,-8.91473979187128
LL,47,-8.917732614763406
LL,48,-8.921207908664949
LL,49,-8.925182710185336
MSE,0,0.9418389239988594
MSE,1,0.8475848477261856
MSE,2,0.6756559675291544
MSE,3,0.7989460928330844
MSE,4,1.0859480370121846
MSE,5,0.7841082463052489
MSE,6,0.7191473964658267
MSE,7,0.7522824041765649
MSE,8,0.6734160867729928
MSE,9,1.1333377923013426
