type,index,value
LL,0,-17.494933696750117
LL,1,-17.44936941328772
LL,2,-17.406323088226337
LL,3,-17.36401291552096
LL,4,-17.32211520474587
LL,5,-17.281625386308374
LL,6,-17.24409189127835
LL,7,-17.20620157559935
LL,8,-17.167517513686764
LL,9,-17.131655166191365
LL,10,-17.096465748615593
LL,11,-17.061802358491665
LL,12,-17.02723585589517
LL,13,-16.995066375052662
LL,14,-16.963379804807772
LL,15,-16.93184493062512
LL,16,-16.900036437727273
LL,17,-16.87038829241262
LL,18,-16.84040866050486
LL,19,-16.812060872426112
LL,20,-16.78481576377505
LL,21,-16.757814236246478
LL,22,-16.73063832705095
LL,23,-16.70547595609144
LL,24,-16.679763597648893
LL,25,-16.65495614944168
LL,26,-16.630463658181423
LL,27,-16.608204191571865
LL,28,-16.585061867520377
LL,29,-16.56386455965246
LL,30,-16.54197076073789
LL,31,-16.523110621450776
LL,32,-16.50407469945447
LL,33,-16.48466895895639
LL,34,-16.4657788873195
LL,35,-16.447960503804694
LL,36,-16.430271453955847
LL,37,-16.413355310506102
LL,38,-16.397023169110476
LL,39,-16.38091949828409
LL,40,-16.365292713266246
LL,41,-16.349206621756814
LL,42,-16.334560869518516
LL,43,-16.32184354928047
LL,44,-16.30863677541543
LL,45,-16.296471001493128
LL,46,-16.284387693979646
LL,47,-16.27080060510808
LL,48,-16.25900121529574
LL,49,-16.248073753333433
MSE,0,0.8738292323790361
MSE,1,0.7695203346803785
MSE,2,0.8368811351119207
MSE,3,0.9497519137876984
MSE,4,0.7287718206186238
MSE,5,0.8654353797673636
MSE,6,0.8434168403337474
MSE,7,0.9307063112743178
MSE,8,0.8349486065703156
MSE,9,0.7656887032286509
