type,index,value
LL,0,-17.50345390211116
LL,1,-17.46678191066355
LL,2,-17.431527873794064
LL,3,-17.397444539184498
LL,4,-17.364698296385633
LL,5,-17.33370913302415
LL,6,-17.30308515451259
LL,7,-17.27407323011652
LL,8,-17.245868825124067
LL,9,-17.218818977108192
LL,10,-17.192240966747384
LL,11,-17.166888216063892
LL,12,-17.142579086120058
LL,13,-17.119344072262283
LL,14,-17.09728515327103
LL,15,-17.075987428324208
LL,16,-17.05560956743929
LL,17,-17.03599210160412
LL,18,-17.01760368331938
LL,19,-16.999998105343224
LL,20,-16.9839322969917
LL,21,-16.96824129837326
LL,22,-16.953217943412934
LL,23,-16.939110665645394
LL,24,-16.925574421797023
LL,25,-16.9130956803039
LL,26,-16.90156136222454
LL,27,-16.890669143962846
LL,28,-16.88073840741806
LL,29,-16.872063009003927
LL,30,-16.863740598465732
LL,31,-16.856024603573815
LL,32,-16.84901530827229
LL,33,-16.842616257505235
LL,34,-16.837097504883236
LL,35,-16.832810939431816
LL,36,-16.82867217350273
LL,37,-16.824877631537596
LL,38,-16.822230855387446
LL,39,-16.81964250976002
LL,40,-16.81778607858081
LL,41,-16.816417492305753
LL,42,-16.815772666932855
LL,43,-16.816276761973096
LL,44,-16.817014663561206
LL,45,-16.818697519594473
LL,46,-16.820825777719264
LL,47,-16.823539583887076
LL,48,-16.82663607327168
LL,49,-16.830838169688555
MSE,0,1.269863898867693
MSE,1,1.2190255840364246
MSE,2,1.2476834977098583
MSE,3,1.380434531162403
MSE,4,1.0349097605048512
MSE,5,1.17491686991836
MSE,6,1.1967129105407917
MSE,7,1.2500732991683352
MSE,8,1.182495072450032
MSE,9,1.2238773904550815
