type,index,value
LL,0,-4.076986827612769
LL,1,-4.074337307113403
LL,2,-4.071959621289696
LL,3,-4.069628471517555
LL,4,-4.067476596672951
LL,5,-4.065603510749861
LL,6,-4.063849061761664
LL,7,-4.062269362091772
LL,8,-4.060773358695296
LL,9,-4.0593872719343285
LL,10,-4.058277667194077
LL,11,-4.057339488099915
LL,12,-4.056569487220964
LL,13,-4.0558467082349114
LL,14,-4.055341259861019
LL,15,-4.055016684307567
LL,16,-4.054670485771544
LL,17,-4.054640041485055
LL,18,-4.05467875183002
LL,19,-4.0549631856560335
LL,20,-4.055356935636531
LL,21,-4.0556966667667655
LL,22,-4.05620964731461
LL,23,-4.0569819399056914
LL,24,-4.05756396242846
LL,25,-4.0584284176391625
LL,26,-4.059440607884085
LL,27,-4.060752087692932
LL,28,-4.062111022206587
LL,29,-4.063507249272026
LL,30,-4.065057231457385
LL,31,-4.066710661351921
LL,32,-4.068523497300383
LL,33,-4.070512448889213
LL,34,-4.072465400772825
LL,35,-4.074456437614138
LL,36,-4.076689226017923
LL,37,-4.078996406945803
LL,38,-4.081488199899071
LL,39,-4.083995322642308
LL,40,-4.086624864831016
LL,41,-4.089295323964356
LL,42,-4.092083464202104
LL,43,-4.094835272641477
LL,44,-4.097691271434153
LL,45,-4.1006443254387195
LL,46,-4.103669759481151
LL,47,-4.106875832163652
LL,48,-4.1100814463159185
LL,49,-4.113421111332834
MSE,0,0.46404403661301613
MSE,1,0.44425868502661636
MSE,2,0.8137428248379317
MSE,3,0.6377509166019769
MSE,4,0.4383323684568829
MSE,5,0.35826244733033547
MSE,6,0.4772935259323208
MSE,7,0.5636153426819149
MSE,8,0.20257386597438573
MSE,9,0.5673606293731979
