type,index,value
LL,0,-17.906349217515405
LL,1,-17.87458810826386
LL,2,-17.845722090593846
LL,3,-17.819189003657293
LL,4,-17.789731265872838
LL,5,-17.765221928150797
LL,6,-17.737562208513104
LL,7,-17.713303183927678
LL,8,-17.69082190478929
LL,9,-17.666967237962186
LL,10,-17.644256921976773
LL,11,-17.620347967521344
LL,12,-17.599310676989397
LL,13,-17.578475351921206
LL,14,-17.55851590978178
LL,15,-17.54178838106675
LL,16,-17.52604097358877
LL,17,-17.511466990057606
LL,18,-17.495098152559574
LL,19,-17.47979851647988
LL,20,-17.46719587050071
LL,21,-17.455341247948454
LL,22,-17.44307023065947
LL,23,-17.4312642751013
LL,24,-17.421935383349407
LL,25,-17.414004298459137
LL,26,-17.407129094525736
LL,27,-17.397695893838197
LL,28,-17.389611786075093
LL,29,-17.383436649511385
LL,30,-17.37770750718817
LL,31,-17.369922057528175
LL,32,-17.364896581767855
LL,33,-17.35923958414153
LL,34,-17.35483193700028
LL,35,-17.351446445510124
LL,36,-17.347825925400798
LL,37,-17.34671596910527
LL,38,-17.34488034885974
LL,39,-17.345813665490205
LL,40,-17.3458507582992
LL,41,-17.34434205841201
LL,42,-17.345290064399457
LL,43,-17.34709260573606
LL,44,-17.349141047180495
LL,45,-17.352942869746176
LL,46,-17.355696469847036
LL,47,-17.356408539949022
LL,48,-17.362528521559263
LL,49,-17.36521630513014
MSE,0,1.2189609134768173
MSE,1,1.3924897935676492
MSE,2,0.9818427033023851
MSE,3,1.2461067688568008
MSE,4,1.2625413923396749
MSE,5,1.4309176043952097
MSE,6,1.1921892494165445
MSE,7,1.3611783188844402
MSE,8,1.2624293083128377
MSE,9,1.410568615695506
