type,index,value
LL,0,-47.52527377056386
LL,1,-47.11204054760023
LL,2,-46.687508668798394
LL,3,-46.286543904056245
LL,4,-45.894826397448945
LL,5,-45.506327118451104
LL,6,-45.11288333080343
LL,7,-44.73794270727253
LL,8,-44.36536407888077
LL,9,-43.98690454198377
LL,10,-43.628973230327084
LL,11,-43.2606393108371
LL,12,-42.903832678122484
LL,13,-42.5540631099387
LL,14,-42.208511503074476
LL,15,-41.87019677311044
LL,16,-41.53802841280201
LL,17,-41.20207390381323
LL,18,-40.87584304816728
LL,19,-40.547501545100644
LL,20,-40.23959015494939
LL,21,-39.946709605245985
LL,22,-39.65438627268279
LL,23,-39.35937624982837
LL,24,-39.06756475242242
LL,25,-38.7852000792001
LL,26,-38.497484352791616
LL,27,-38.20707993531928
LL,28,-37.92863156715315
LL,29,-37.64932971825976
LL,30,-37.37800510192375
LL,31,-37.110296112764864
LL,32,-36.84350509558576
LL,33,-36.588620230575955
LL,34,-36.32795673069502
LL,35,-36.07410005162007
LL,36,-35.82898994234583
LL,37,-35.582091372303765
LL,38,-35.327554503425844
LL,39,-35.094682669923245
LL,40,-34.869443837318656
LL,41,-34.638522433706044
LL,42,-34.40165112543543
LL,43,-34.175881319578615
LL,44,-33.94556311823142
LL,45,-33.73201018463316
LL,46,-33.521124296211624
LL,47,-33.310833801025794
LL,48,-33.110023557499844
LL,49,-32.905118101574
MSE,0,1.378026300484444
MSE,1,1.1818548076278343
MSE,2,1.353608457690709
MSE,3,1.0672271784505476
MSE,4,1.1382347736911145
MSE,5,1.2837985660306213
MSE,6,1.501219664174646
MSE,7,1.1198896027388783
MSE,8,1.448315714553403
MSE,9,1.285404108311233
