type,index,value
LL,0,-4.026054182439877
LL,1,-4.0219539873477475
LL,2,-4.017854545347193
LL,3,-4.014342192778426
LL,4,-4.010698974331649
LL,5,-4.00717530583203
LL,6,-4.003779626625013
LL,7,-4.0005272459209955
LL,8,-3.9974481946562066
LL,9,-3.9942558878384546
LL,10,-3.990916723294755
LL,11,-3.987826470176473
LL,12,-3.985244404898284
LL,13,-3.9825681712322663
LL,14,-3.979980771034358
LL,15,-3.9775971153831713
LL,16,-3.9753572706289573
LL,17,-3.9733591401949346
LL,18,-3.9716499400287204
LL,19,-3.96971108805147
LL,20,-3.967762805192959
LL,21,-3.9656544022165163
LL,22,-3.9638386965356696
LL,23,-3.9622443079468868
LL,24,-3.960480298192995
LL,25,-3.9587782338172404
LL,26,-3.957266052034627
LL,27,-3.95583403890049
LL,28,-3.9547496285470087
LL,29,-3.9536680899679113
LL,30,-3.9524633373654594
LL,31,-3.951615874200077
LL,32,-3.9502019732896527
LL,33,-3.9492578041566873
LL,34,-3.948205905697685
LL,35,-3.9470427013961973
LL,36,-3.9462162144385444
LL,37,-3.9449248547153943
LL,38,-3.9438685401039613
LL,39,-3.9431732774142403
LL,40,-3.9421786908956618
LL,41,-3.941183920293798
LL,42,-3.940297179315178
LL,43,-3.939733648526059
LL,44,-3.9388764905842835
LL,45,-3.938018023697223
LL,46,-3.9372850831649844
LL,47,-3.9366226259549
LL,48,-3.9361322806314916
LL,49,-3.935568783794801
MSE,0,0.332416270942092
MSE,1,0.34762680812190344
MSE,2,0.34294036334398664
MSE,3,0.332875787112653
MSE,4,0.23479969444789894
MSE,5,0.30278229581040034
MSE,6,0.5061743200606692
MSE,7,0.431927752972087
MSE,8,0.3124958845107932
MSE,9,0.3471336827322899
