type,index,value
LL,0,-16.05557831923869
LL,1,-16.03587402124399
LL,2,-16.01739295562249
LL,3,-15.999116118626258
LL,4,-15.982418503584821
LL,5,-15.965719710428804
LL,6,-15.949683603823592
LL,7,-15.93376878154702
LL,8,-15.917422610281509
LL,9,-15.90388961041651
LL,10,-15.889446747789602
LL,11,-15.875809879743565
LL,12,-15.86275845203196
LL,13,-15.849533240507373
LL,14,-15.83723250919547
LL,15,-15.825527435775356
LL,16,-15.81450675056458
LL,17,-15.803140053137522
LL,18,-15.792857820050353
LL,19,-15.78240429848952
LL,20,-15.77319194712209
LL,21,-15.763677024293553
LL,22,-15.754485340755888
LL,23,-15.74573538697181
LL,24,-15.736860482855331
LL,25,-15.729216886890692
LL,26,-15.721766450800606
LL,27,-15.714410291931742
LL,28,-15.707455708417587
LL,29,-15.701484639445857
LL,30,-15.69507888035542
LL,31,-15.689390371051164
LL,32,-15.683267465889537
LL,33,-15.677734047047537
LL,34,-15.672151821166029
LL,35,-15.666612741922796
LL,36,-15.66147500458012
LL,37,-15.656051793819405
LL,38,-15.650901412243408
LL,39,-15.646312291202713
LL,40,-15.641368013998934
LL,41,-15.636272233193656
LL,42,-15.63252960462874
LL,43,-15.628570579447677
LL,44,-15.624823572719327
LL,45,-15.62145433631711
LL,46,-15.61822111754449
LL,47,-15.614712637487946
LL,48,-15.611092691117785
LL,49,-15.607791082712193
MSE,0,0.5292054606278178
MSE,1,0.520222008287003
MSE,2,0.5584290434971245
MSE,3,0.4620708503321287
MSE,4,0.5951287224553733
MSE,5,0.6249250979843896
MSE,6,0.37992255970084793
MSE,7,0.5503362255303147
MSE,8,0.4626557882685409
MSE,9,0.6623561542741173
