type,index,value
LL,0,-4.1615986081477425
LL,1,-4.153751180153058
LL,2,-4.145553927837151
LL,3,-4.138064181467772
LL,4,-4.13039371743899
LL,5,-4.1233049922458065
LL,6,-4.116567163892961
LL,7,-4.109501312226163
LL,8,-4.103559379356917
LL,9,-4.0972172189195
LL,10,-4.090661026432608
LL,11,-4.0845378554079925
LL,12,-4.078933102510712
LL,13,-4.072963095653436
LL,14,-4.067455397935256
LL,15,-4.062157705852494
LL,16,-4.056670583659308
LL,17,-4.051500687573724
LL,18,-4.046862022173013
LL,19,-4.041585047191332
LL,20,-4.037076782020653
LL,21,-4.032881689970811
LL,22,-4.028194819307034
LL,23,-4.023846493668531
LL,24,-4.019844966936174
LL,25,-4.0156940939289925
LL,26,-4.011577475155187
LL,27,-4.007755266711717
LL,28,-4.004081513453618
LL,29,-4.0002954469861844
LL,30,-3.9965348742802482
LL,31,-3.993132377527238
LL,32,-3.989884165251867
LL,33,-3.9871572781591142
LL,34,-3.9840343728968954
LL,35,-3.981174442544801
LL,36,-3.978379392309891
LL,37,-3.9755871118995265
LL,38,-3.9734551876666573
LL,39,-3.9708764656463673
LL,40,-3.968319317955074
LL,41,-3.9660224345330035
LL,42,-3.9638153072189914
LL,43,-3.9613816212659194
LL,44,-3.9596458004047603
LL,45,-3.957324562982753
LL,46,-3.9551711759214934
LL,47,-3.952528666443012
LL,48,-3.950269274623755
LL,49,-3.9488953060345304
MSE,0,0.3430881909311805
MSE,1,0.5523733683018731
MSE,2,2.7561721526377365
MSE,3,0.5920337571632506
MSE,4,0.8241751964237515
MSE,5,0.7809751911228594
MSE,6,0.8904537991449052
MSE,7,0.6483115418153497
MSE,8,0.2471225485030436
MSE,9,0.43391676649835514
