type,index,value
LL,0,-3.9613813941207257
LL,1,-3.9606874608998313
LL,2,-3.960112072570081
LL,3,-3.9596099920898675
LL,4,-3.959347901559153
LL,5,-3.9592810432518966
LL,6,-3.9592916909977114
LL,7,-3.959387043618925
LL,8,-3.959663088983042
LL,9,-3.960061568325993
LL,10,-3.960653535278289
LL,11,-3.9613272779959687
LL,12,-3.962170559365449
LL,13,-3.963143573258131
LL,14,-3.9643096044903365
LL,15,-3.965625993433015
LL,16,-3.967002285584371
LL,17,-3.968503361632937
LL,18,-3.9701049073809913
LL,19,-3.971889852544571
LL,20,-3.9737939786566074
LL,21,-3.975778688644765
LL,22,-3.9778245777832466
LL,23,-3.979875890287315
LL,24,-3.9822076566953974
LL,25,-3.984680839223902
LL,26,-3.986936954556158
LL,27,-3.9894863200546795
LL,28,-3.992121027963506
LL,29,-3.9948796770793757
LL,30,-3.9977535669362156
LL,31,-4.00064175687029
LL,32,-4.003677356159061
LL,33,-4.006789334884234
LL,34,-4.009880209719339
LL,35,-4.01314881203175
LL,36,-4.016608867882587
LL,37,-4.020018933830949
LL,38,-4.023482701086786
LL,39,-4.02699619734007
LL,40,-4.0305415585650755
LL,41,-4.03426137341836
LL,42,-4.038135841700109
LL,43,-4.041838035043041
LL,44,-4.045880804723455
LL,45,-4.0497814480555565
LL,46,-4.053894641579043
LL,47,-4.058012807219564
LL,48,-4.062365195197312
LL,49,-4.06662533046958
MSE,0,0.360874596053331
MSE,1,0.3084216412408081
MSE,2,0.38819938675972954
MSE,3,0.3660573318780662
MSE,4,0.6410627020699612
MSE,5,0.5070837212135758
MSE,6,0.40816115685991755
MSE,7,0.472877403172665
MSE,8,0.36839650839719007
MSE,9,0.43385819950376114
