,seed,D,runtime_sec,lr,K,n_clients,lambda,N,algorithm,Log-likelihood,err_true,err_central
1581,0,10,285.4544234275818,0.0005,6,10,0.0,25,local,-857.9812468648977,12.707374005419723,12.718494597034189
1582,0,10,285.4544234275818,0.0005,6,10,0.0,25,fl,-850.1496342135254,12.302859389203547,12.31214270478411
1608,0,10,1418.407327413559,0.0005,6,10,1.0,10,central,-10.3611866877082,0.36919911418379486,
1609,0,10,1418.407327413559,0.0005,6,10,1.0,10,local,-9102.327583563687,12.901242724896814,12.911635868517584
1610,0,10,1418.407327413559,0.0005,6,10,1.0,10,fl,-28.443293277166884,12.180337700085953,12.193716058784469
1620,6,10,1418.794487953186,0.0005,6,10,1.0,100,central,-9.390250283987093,0.13120855320359331,
1621,6,10,1418.794487953186,0.0005,6,10,1.0,100,local,-662.6945765512747,13.811182649449222,13.799339883149788
1622,6,10,1418.794487953186,0.0005,6,10,1.0,100,fl,-21.1393783492331,11.042313298992662,11.029964563820856
1660,1,10,717.5078072547913,0.0005,6,10,0.5,25,central,-9.897907695967485,0.2552387119314818,
1661,1,10,717.5078072547913,0.0005,6,10,0.5,25,local,-867.0081946216906,12.986472121876156,12.983938485552477
1662,1,10,717.5078072547913,0.0005,6,10,0.5,25,fl,-25.138614301157787,12.289859184645099,12.279760378726952
1664,9,10,1228.9898660182953,0.0005,6,10,0.5,50,central,-9.34780216448721,0.19327532286263138,
1665,9,10,1228.9898660182953,0.0005,6,10,0.5,50,local,-640.0627118923865,12.940083487925913,12.935353874808722
1666,9,10,1228.9898660182953,0.0005,6,10,0.5,50,fl,-21.626157155396225,10.23909920343024,10.228684943674981
1672,1,10,474.8766579627991,0.0005,6,10,1.0,25,central,-9.897907695967483,0.2552387119314818,
1673,1,10,474.8766579627991,0.0005,6,10,1.0,25,local,-867.0081946217024,12.986472121876153,12.983938485552477
1674,1,10,474.8766579627991,0.0005,6,10,1.0,25,fl,-23.574750254369516,12.132607124288867,12.122979938522969
1676,9,10,1252.9775249958038,0.0005,6,10,1.0,50,central,-9.34780216448721,0.19327532286263138,
1677,9,10,1252.9775249958038,0.0005,6,10,1.0,50,local,-640.0627118923865,12.940083487925913,12.935353874808722
1678,9,10,1252.9775249958038,0.0005,6,10,1.0,50,fl,-21.1186980048738,10.313982564703018,10.306871190664337
1716,1,10,252.22323489189148,0.0005,6,10,0.0,10,central,-13.58671305355477,0.5168587985843812,
1717,1,10,252.22323489189148,0.0005,6,10,0.0,10,local,-2848.5442623703884,13.368214462426693,13.28118121505347
1718,1,10,252.22323489189148,0.0005,6,10,0.0,10,fl,-3524.359341076767,13.354553079308982,13.270085996478096
1740,4,10,269.27667593955994,0.0005,6,10,0.0,50,central,-9.243769351899235,0.1973780684814951,
1741,4,10,269.27667593955994,0.0005,6,10,0.0,50,local,-878.6002583938246,14.28146731998107,14.281257715201335
1742,4,10,269.27667593955994,0.0005,6,10,0.0,50,fl,-784.5485044048141,14.180317558690154,14.180705252376537
1748,6,10,1328.9357645511627,0.0005,6,10,0.5,100,central,-9.390250283987093,0.13120855320359331,
1749,6,10,1328.9357645511627,0.0005,6,10,0.5,100,local,-662.6945765512747,13.811182649449222,13.799339883149788
1750,6,10,1328.9357645511627,0.0005,6,10,0.5,100,fl,-21.670306366958318,10.965685043762539,10.950833158841064
1772,0,10,1314.46342420578,0.0005,6,10,0.5,10,central,-10.3611866877082,0.36919911418379486,
1773,0,10,1314.46342420578,0.0005,6,10,0.5,10,local,-9102.327583563687,12.901242724896814,12.911635868517584
1774,0,10,1314.46342420578,0.0005,6,10,0.5,10,fl,-30.78767095810113,12.349804866875825,12.361543276216025
1792,7,10,269.9795928001404,0.0005,6,10,0.0,100,central,-9.352466304147255,0.16742489774527514,
1793,7,10,269.9795928001404,0.0005,6,10,0.0,100,local,-504.1980394752912,12.22709278523707,12.22148567666466
1794,7,10,269.9795928001404,0.0005,6,10,0.0,100,fl,-518.3399348025562,12.097277589965548,12.083397255004025
1820,5,10,1366.688505411148,0.0005,6,10,0.5,50,central,-9.28484305619207,0.19299050501440282,
1821,5,10,1366.688505411148,0.0005,6,10,0.5,50,local,-787.86163940988,13.933992377161397,13.953337933249049
1822,5,10,1366.688505411148,0.0005,6,10,0.5,50,fl,-22.99469672860055,11.25310718486828,11.262551418301424
1836,6,10,774.4521856307983,0.0005,6,10,0.5,25,central,-9.777128843656877,0.28875709003503164,
1837,6,10,774.4521856307983,0.0005,6,10,0.5,25,local,-964.0124579244255,13.744489303863807,13.720227465040631
1838,6,10,774.4521856307983,0.0005,6,10,0.5,25,fl,-25.22500955687736,11.842711190002792,11.804501683199424
1868,1,10,445.0218324661255,0.0005,6,10,1.0,100,central,-69.33562698943575,2.3584999485500755,
1869,1,10,445.0218324661255,0.0005,6,10,1.0,100,local,-599.3660171782446,13.10514194796654,12.704581594945656
1870,1,10,445.0218324661255,0.0005,6,10,1.0,100,fl,-20.88315980659096,11.32385793017346,11.53869491354202
1872,7,10,1422.6377420425415,0.0005,6,10,1.0,10,central,-10.720075748500884,0.3979489589025014,
1873,7,10,1422.6377420425415,0.0005,6,10,1.0,10,local,-3386.894910971422,12.6088015464191,12.531012433370313
1874,7,10,1422.6377420425415,0.0005,6,10,1.0,10,fl,-29.080437672520826,12.028950293680476,11.946273027365091
1904,7,10,111.62972378730774,0.0005,6,10,0.0,25,central,-9.511139181896937,0.26428735648768326,
1905,7,10,111.62972378730774,0.0005,6,10,0.0,25,local,-842.3010879943579,12.342336572768856,12.303087295245685
1906,7,10,111.62972378730774,0.0005,6,10,0.0,25,fl,-862.7281076852645,12.568497363461008,12.53020961915496
1928,2,10,1464.3719129562378,0.0005,6,10,1.0,50,central,-9.37127904769983,0.21206364030733205,
1929,2,10,1464.3719129562378,0.0005,6,10,1.0,50,local,-713.612650932019,13.799076141458206,13.793117551938025
1930,2,10,1464.3719129562378,0.0005,6,10,1.0,50,fl,-21.76223323335428,11.848576457101416,11.838538250641928
1972,2,10,515.2499344348907,0.0005,6,10,0.5,50,central,-9.371279047699819,0.21206364030733282,
1973,2,10,515.2499344348907,0.0005,6,10,0.5,50,local,-713.6126509320321,13.79907614145819,13.793117551938014
1974,2,10,515.2499344348907,0.0005,6,10,0.5,50,fl,-22.082028965438685,11.814155857090421,11.807564481035186
1992,0,10,255.96541357040405,0.0005,6,10,0.0,100,central,-9.11738045623532,0.12044051665114165,
1993,0,10,255.96541357040405,0.0005,6,10,0.0,100,local,-525.8644312897928,11.992683430209876,11.988268271540933
1994,0,10,255.96541357040405,0.0005,6,10,0.0,100,fl,-528.067713782731,12.370695797464915,12.364470456998745
2016,7,10,1416.5675766468048,0.0005,6,10,0.5,10,central,-10.720075748500884,0.3979489589025014,
2017,7,10,1416.5675766468048,0.0005,6,10,0.5,10,local,-3386.894910971422,12.6088015464191,12.531012433370313
2018,7,10,1416.5675766468048,0.0005,6,10,0.5,10,fl,-31.48379821808017,12.183996825853413,12.100541205818466
2032,1,10,1307.4938125610352,0.0005,6,10,0.5,100,central,-69.33562698943754,2.3584999485500737,
2033,1,10,1307.4938125610352,0.0005,6,10,0.5,100,local,-599.3660171782772,13.105141947966539,12.704581594945651
2034,1,10,1307.4938125610352,0.0005,6,10,0.5,100,fl,-21.14432758016575,11.287515174887568,11.510603467226085
2040,3,10,280.611656665802,0.0005,6,10,0.0,50,central,-9.285576580850202,0.1373967804152843,
2041,3,10,280.611656665802,0.0005,6,10,0.0,50,local,-817.4090370563498,15.360614086813731,15.361542707104288
2042,3,10,280.611656665802,0.0005,6,10,0.0,50,fl,-860.1008968535459,15.78197242883419,15.777585555274598
2068,6,10,277.3117198944092,0.0005,6,10,0.0,10,central,-10.211359972006278,0.41906399750560785,
2069,6,10,277.3117198944092,0.0005,6,10,0.0,10,local,-4503.428622288621,14.02819002854962,13.96659137147256
2070,6,10,277.3117198944092,0.0005,6,10,0.0,10,fl,-3150.8232542730843,14.28022938986362,14.219757316646337
2100,6,10,1269.6873145103455,0.0005,6,10,1.0,25,central,-9.77712884365691,0.28875709003503197,
2101,6,10,1269.6873145103455,0.0005,6,10,1.0,25,local,-964.0124579244448,13.744489303863807,13.720227465040631
2102,6,10,1269.6873145103455,0.0005,6,10,1.0,25,fl,-23.999886594153,11.656439903255416,11.620643378351708
2116,7,10,1374.7305777072906,0.0005,6,10,1.0,25,central,-9.511139181896947,0.2642873564876829,
2117,7,10,1374.7305777072906,0.0005,6,10,1.0,25,local,-842.3010879943586,12.342336572768856,12.303087295245685
2118,7,10,1374.7305777072906,0.0005,6,10,1.0,25,fl,-24.048103238177095,11.19722675781057,11.145761578856247
2148,7,10,270.89768290519714,0.0005,6,10,0.0,10,central,-10.720075748500884,0.3979489589025014,
2149,7,10,270.89768290519714,0.0005,6,10,0.0,10,local,-3386.894910971422,12.6088015464191,12.531012433370313
2150,7,10,270.89768290519714,0.0005,6,10,0.0,10,fl,-3938.6985020196794,12.597951517255378,12.516475345486246
2172,2,10,300.0201847553253,0.0005,6,10,0.0,50,central,-9.37127904769983,0.21206364030733205,
2173,2,10,300.0201847553253,0.0005,6,10,0.0,50,local,-713.612650932019,13.799076141458206,13.793117551938025
2174,2,10,300.0201847553253,0.0005,6,10,0.0,50,fl,-696.3928155884465,13.89591697260109,13.892425281495036
2188,0,10,1468.2869930267334,0.0005,6,10,0.5,100,central,-9.11738045623532,0.12044051665114165,
2189,0,10,1468.2869930267334,0.0005,6,10,0.5,100,local,-525.8644312897928,11.992683430209876,11.988268271540933
2190,0,10,1468.2869930267334,0.0005,6,10,0.5,100,fl,-20.902161123115768,10.658899723819207,10.650208404735292
2212,6,10,1267.9578671455383,0.0005,6,10,0.5,10,central,-10.211359972006278,0.41906399750560785,
2213,6,10,1267.9578671455383,0.0005,6,10,0.5,10,local,-4503.428622288621,14.02819002854962,13.96659137147256
2214,6,10,1267.9578671455383,0.0005,6,10,0.5,10,fl,-32.1618254013361,13.795729824685466,13.74591186489811
2232,1,10,266.83656787872314,0.0005,6,10,0.0,100,central,-69.33562698943754,2.3584999485500737,
2233,1,10,266.83656787872314,0.0005,6,10,0.0,100,local,-599.3660171782772,13.105141947966539,12.704581594945651
2234,1,10,266.83656787872314,0.0005,6,10,0.0,100,fl,-554.0454148681463,13.60317677125106,13.258873050440027
2260,3,10,498.88065552711487,0.0005,6,10,0.5,50,central,-9.285576580850272,0.13739678041528466,
2261,3,10,498.88065552711487,0.0005,6,10,0.5,50,local,-817.4090370563702,15.360614086813735,15.361542707104288
2262,3,10,498.88065552711487,0.0005,6,10,0.5,50,fl,-22.976425636282652,14.596272642497604,14.595234119513915
2280,3,10,1396.243840456009,0.0005,6,10,1.0,50,central,-9.285576580850202,0.1373967804152843,
2281,3,10,1396.243840456009,0.0005,6,10,1.0,50,local,-817.4090370563498,15.360614086813731,15.361542707104288
2282,3,10,1396.243840456009,0.0005,6,10,1.0,50,fl,-22.338317782580514,14.573606426063327,14.572283009864682
2308,6,10,105.14563059806824,0.0005,6,10,0.0,25,central,-9.777128843656877,0.28875709003503164,
2309,6,10,105.14563059806824,0.0005,6,10,0.0,25,local,-964.0124579244255,13.744489303863807,13.720227465040631
2310,6,10,105.14563059806824,0.0005,6,10,0.0,25,fl,-1002.2120108924264,13.467219513997515,13.434123186436683
2340,6,10,1239.5910351276398,0.0005,6,10,1.0,10,central,-10.211359972006278,0.41906399750560785,
2341,6,10,1239.5910351276398,0.0005,6,10,1.0,10,local,-4503.428622288621,14.02819002854962,13.96659137147256
2342,6,10,1239.5910351276398,0.0005,6,10,1.0,10,fl,-29.361158197670836,13.616811459598438,13.56355291703822
2356,0,10,507.77360939979553,0.0005,6,10,1.0,100,central,-9.117380456235319,0.12044051665114248,
2357,0,10,507.77360939979553,0.0005,6,10,1.0,100,local,-525.8644312897874,11.99268343020987,11.988268271540928
2358,0,10,507.77360939979553,0.0005,6,10,1.0,100,fl,-20.38982510101245,10.589841607464162,10.579951368854106
2392,7,10,882.4837467670441,0.0005,6,10,0.5,25,central,-9.511139181896937,0.26428735648768326,
2393,7,10,882.4837467670441,0.0005,6,10,0.5,25,local,-842.3010879943579,12.342336572768856,12.303087295245685
2394,7,10,882.4837467670441,0.0005,6,10,0.5,25,fl,-25.530832551341245,11.54316879763582,11.492107399376039
