type,index,value
LL,0,-4.097105651708169
LL,1,-4.094394037374352
LL,2,-4.091869705004581
LL,3,-4.089553063436267
LL,4,-4.08740192508637
LL,5,-4.085535834425814
LL,6,-4.083854394560784
LL,7,-4.082226932576465
LL,8,-4.080792440001902
LL,9,-4.079601372312664
LL,10,-4.078589987577159
LL,11,-4.077713330047499
LL,12,-4.0770471491522375
LL,13,-4.076504855077502
LL,14,-4.076100740014693
LL,15,-4.075808668251752
LL,16,-4.075781468364747
LL,17,-4.075823048013568
LL,18,-4.076006098467846
LL,19,-4.0763402475334125
LL,20,-4.076848242913887
LL,21,-4.077509431989663
LL,22,-4.078211944610242
LL,23,-4.0791293910478625
LL,24,-4.080111944842147
LL,25,-4.081285885547175
LL,26,-4.082589571400831
LL,27,-4.083913543537205
LL,28,-4.085475373122291
LL,29,-4.08712359115494
LL,30,-4.088982216925233
LL,31,-4.090865830562341
LL,32,-4.092935173631483
LL,33,-4.095118986886541
LL,34,-4.097363976306665
LL,35,-4.099685014459543
LL,36,-4.102184113488101
LL,37,-4.104706143273518
LL,38,-4.107418894097105
LL,39,-4.110332668849066
LL,40,-4.113178369216093
LL,41,-4.116116065256323
LL,42,-4.119105388446465
LL,43,-4.122225889729956
LL,44,-4.125417142331139
LL,45,-4.1286064346824976
LL,46,-4.1319630893128245
LL,47,-4.135348115658983
LL,48,-4.138947726185867
LL,49,-4.142645995363627
MSE,0,0.4434390190358888
MSE,1,0.467019359795344
MSE,2,0.4635931224074344
MSE,3,0.5811125051385791
MSE,4,0.5270727222556825
MSE,5,0.4991981581478675
MSE,6,0.4805774541258195
MSE,7,0.365627254865631
MSE,8,0.3947206919971025
MSE,9,0.4109667833443447
