type,index,value
LL,0,-8.354416695485138
LL,1,-8.352244489855135
LL,2,-8.350480683589307
LL,3,-8.34906166537996
LL,4,-8.348043379712323
LL,5,-8.347300325209742
LL,6,-8.34702499153806
LL,7,-8.346993642959067
LL,8,-8.347380050884968
LL,9,-8.348090765688587
LL,10,-8.349126456115886
LL,11,-8.3504396255205
LL,12,-8.352078454877777
LL,13,-8.353962024146032
LL,14,-8.356340874159471
LL,15,-8.358865865400924
LL,16,-8.36176013015275
LL,17,-8.364932911250511
LL,18,-8.368427716802135
LL,19,-8.372191951060316
LL,20,-8.376301359388988
LL,21,-8.380523958628398
LL,22,-8.385058976679941
LL,23,-8.389826441125972
LL,24,-8.394895108281336
LL,25,-8.400088698915017
LL,26,-8.405690060808094
LL,27,-8.411509733054066
LL,28,-8.417459921200384
LL,29,-8.423826808166066
LL,30,-8.43047724377298
LL,31,-8.437328093164233
LL,32,-8.444297650242612
LL,33,-8.451611161598315
LL,34,-8.459080450511973
LL,35,-8.466665385307838
LL,36,-8.474494161856809
LL,37,-8.482553131050437
LL,38,-8.490861523489656
LL,39,-8.499341209810321
LL,40,-8.50805504112545
LL,41,-8.516966911834782
LL,42,-8.525975017638572
LL,43,-8.535257070140345
LL,44,-8.544667438157813
LL,45,-8.554310707382555
LL,46,-8.564003699353895
LL,47,-8.573881179500145
LL,48,-8.583905910027303
LL,49,-8.594125576760312
MSE,0,0.7259343731710913
MSE,1,0.5886197048276502
MSE,2,0.6647407128165983
MSE,3,0.7380506728615535
MSE,4,0.5778870826889848
MSE,5,0.6062368216824616
MSE,6,0.6598767626439014
MSE,7,0.6258905517968897
MSE,8,0.640619351324616
MSE,9,0.4157284835594362
