type,index,value
LL,0,-3.9618697690526075
LL,1,-3.9607656074492503
LL,2,-3.9597101973603395
LL,3,-3.9588806045027716
LL,4,-3.9582737011831624
LL,5,-3.9578030087998877
LL,6,-3.957484901222822
LL,7,-3.9572788914011654
LL,8,-3.9572329602379765
LL,9,-3.957363995905328
LL,10,-3.9576297928888784
LL,11,-3.957999850402737
LL,12,-3.9584841116942813
LL,13,-3.959109593017849
LL,14,-3.959880426880525
LL,15,-3.960838280369514
LL,16,-3.9619775198879963
LL,17,-3.9631923380270755
LL,18,-3.964477939885549
LL,19,-3.9659656176421487
LL,20,-3.9675092291989698
LL,21,-3.9692669137575556
LL,22,-3.9710863794026907
LL,23,-3.973052897913753
LL,24,-3.975102148587937
LL,25,-3.977294131911434
LL,26,-3.979549631433823
LL,27,-3.9819684797466954
LL,28,-3.9845689230201438
LL,29,-3.9871350919903357
LL,30,-3.9898640091179223
LL,31,-3.9926070707381336
LL,32,-3.9954791133419363
LL,33,-3.9984918960554188
LL,34,-4.001580112113815
LL,35,-4.004735908683595
LL,36,-4.008033006775441
LL,37,-4.011405750453692
LL,38,-4.014848434059003
LL,39,-4.018382067029025
LL,40,-4.021880156500048
LL,41,-4.025595463863695
LL,42,-4.029339423235095
LL,43,-4.033167237617723
LL,44,-4.037005127682699
LL,45,-4.0408789165850205
LL,46,-4.044915806225884
LL,47,-4.048974957406903
LL,48,-4.053137544212807
LL,49,-4.0572572623019125
MSE,0,0.46339147948419007
MSE,1,0.34516059958299605
MSE,2,0.5654916807473327
MSE,3,0.47523797044641364
MSE,4,0.4491004870811282
MSE,5,0.47844132810959233
MSE,6,0.3895162015791744
MSE,7,0.3193314376438778
MSE,8,0.38803038048317157
MSE,9,0.34921021959393966
