type,index,value
LL,0,-47.49367802761302
LL,1,-47.04947884496275
LL,2,-46.60904146828203
LL,3,-46.19519616387977
LL,4,-45.78761415797359
LL,5,-45.37800175259693
LL,6,-44.96868045608384
LL,7,-44.580497448537
LL,8,-44.19930437332428
LL,9,-43.80773104598844
LL,10,-43.43598827439931
LL,11,-43.0690143262025
LL,12,-42.70874695337246
LL,13,-42.35351211729325
LL,14,-42.00314960747843
LL,15,-41.64757821695763
LL,16,-41.311724675976606
LL,17,-40.96362768080096
LL,18,-40.62788856081305
LL,19,-40.29509004415654
LL,20,-39.97389236733153
LL,21,-39.664465936685204
LL,22,-39.35688549480425
LL,23,-39.06123536263677
LL,24,-38.76339474355352
LL,25,-38.473526066584704
LL,26,-38.17690524781883
LL,27,-37.894245955125996
LL,28,-37.617666821039464
LL,29,-37.345379335560125
LL,30,-37.069877143125645
LL,31,-36.80554684899842
LL,32,-36.54149635441654
LL,33,-36.282574808371294
LL,34,-36.03362380833247
LL,35,-35.78043026764274
LL,36,-35.52964109933043
LL,37,-35.27030913809337
LL,38,-35.019775739807294
LL,39,-34.79040766626575
LL,40,-34.55925846253339
LL,41,-34.324812290478306
LL,42,-34.10109214153671
LL,43,-33.87587154036243
LL,44,-33.64651869143787
LL,45,-33.433426884969776
LL,46,-33.218641125049004
LL,47,-33.01061898861775
LL,48,-32.8028879667457
LL,49,-32.59651658023439
MSE,0,1.1721912709352642
MSE,1,0.9995978833600055
MSE,2,1.2085488342457054
MSE,3,0.8531640320860269
MSE,4,0.9947299584170044
MSE,5,0.9952527194103395
MSE,6,1.2358217869261183
MSE,7,0.9699949948096309
MSE,8,1.2203530174045045
MSE,9,1.1650357654520815
