,n_clients,D,seed,N,alpha,lambda,lr,K,runtime_sec,algorithm,Log-likelihood,NMI,AMI
1141,10,10,0,100,0.2,1,0.0005,10,2485.731304168701,local,-1000.0255004882813,0.5397956918752659,0.538933118877001
1142,10,10,0,100,0.2,1,0.0005,10,2485.731304168701,fl,3.725449150800705,0.55886574434114,0.5580653909676225
1160,10,10,1,100,0.2,1,0.0005,10,2506.449970960617,central,16.160662174224854,0.7660594972237782,0.7656362298362975
1161,10,10,1,100,0.2,1,0.0005,10,2506.449970960617,local,-1442.2357482910156,0.5032266371853626,0.5022622662255517
1162,10,10,1,100,0.2,1,0.0005,10,2506.449970960617,fl,4.754110670089721,0.5475867787829242,0.5467444690698251
1168,10,10,1,50,0.2,1,0.0005,10,2503.9220192432404,central,14.166242790222167,0.7626176415226016,0.7621857208264925
1169,10,10,1,50,0.2,1,0.0005,10,2503.9220192432404,local,-16470.53154296875,0.41203215677655763,0.4107874896921394
1170,10,10,1,50,0.2,1,0.0005,10,2503.9220192432404,fl,1.5147270798683166,0.4268815479918587,0.4256992879004156
1188,10,10,5,200,10.0,1,0.0005,10,2279.8525824546814,central,15.983280467987061,0.7325366335619699,0.7320610969978072
1189,10,10,5,200,10.0,1,0.0005,10,2279.8525824546814,local,2.1576132718473673,0.733105900815374,0.7326236723198807
1190,10,10,5,200,10.0,1,0.0005,10,2279.8525824546814,fl,-10.248949790000916,0.7646047515848704,0.7642075153617537
1204,10,10,6,50,1.0,1,0.0005,10,2635.8484613895416,central,14.363133430480957,0.7558857725671955,0.7554489406698409
1205,10,10,6,50,1.0,1,0.0005,10,2635.8484613895416,local,-6993.084338378906,0.518143135958055,0.5171556582354383
1206,10,10,6,50,1.0,1,0.0005,10,2635.8484613895416,fl,-0.11209877133369446,0.45972594595449207,0.45846247857458666
1224,10,10,8,200,0.2,1,0.0005,10,2542.4382042884827,central,15.74442253112793,0.7452253615725929,0.7447668462440515
1225,10,10,8,200,0.2,1,0.0005,10,2542.4382042884827,local,-249.60267457962036,0.5775492338726655,0.5767321891606777
1226,10,10,8,200,0.2,1,0.0005,10,2542.4382042884827,fl,-1.3731484532356262,0.653581718040417,0.6530386717359762
1228,10,10,6,100,1.0,1,0.0005,10,2808.0672419071198,central,15.236181449890136,0.752595822813957,0.7521533909701698
1229,10,10,6,100,1.0,1,0.0005,10,2808.0672419071198,local,-496.4893112182617,0.6266594094692863,0.6259456054558165
1230,10,10,6,100,1.0,1,0.0005,10,2808.0672419071198,fl,-12.015055513381958,0.6933510274293341,0.6927871441755522
1236,10,10,4,100,10.0,1,0.0005,10,832.3534977436066,central,15.113984298706054,0.72930400461017,0.7288227413205439
1237,10,10,4,100,10.0,1,0.0005,10,832.3534977436066,local,-283.7612075805664,0.6798596117811249,0.6792572112575525
1238,10,10,4,100,10.0,1,0.0005,10,832.3534977436066,fl,-15.131132555007934,0.7571584203868041,0.7567532043602299
1256,10,10,3,200,1.0,1,0.0005,10,817.6498064994812,central,15.98852605819702,0.7674755937477755,0.7670587755011792
1257,10,10,3,200,1.0,1,0.0005,10,817.6498064994812,local,-7.8099180340766905,0.6983353705398769,0.6977856637605563
1258,10,10,3,200,1.0,1,0.0005,10,817.6498064994812,fl,-8.389309954643249,0.7279725178380769,0.7275022635131847
1260,10,10,0,300,0.2,1,0.0005,10,2696.5981919765472,central,16.468816184997557,0.7697926254713836,0.7693798939846027
1261,10,10,0,300,0.2,1,0.0005,10,2696.5981919765472,local,-58.89930934906006,0.6343501067102547,0.6336737601167046
1262,10,10,0,300,0.2,1,0.0005,10,2696.5981919765472,fl,0.176912522315979,0.6788214804820284,0.6783651672910304
1264,10,10,2,300,10.0,1,0.0005,10,1532.9322164058685,central,16.37359972000122,0.774353107855449,0.7739491603742863
1265,10,10,2,300,10.0,1,0.0005,10,1532.9322164058685,local,12.293726825714112,0.7370289203715158,0.7365592620024956
1266,10,10,2,300,10.0,1,0.0005,10,1532.9322164058685,fl,-8.844224429130554,0.7552765223329186,0.7548748272549827
1292,10,10,9,200,10.0,1,0.0005,10,1506.8297328948975,central,15.989743328094482,0.7585636747038349,0.7581317693908803
1293,10,10,9,200,10.0,1,0.0005,10,1506.8297328948975,local,3.558258980512619,0.7328235939604928,0.7323382607576269
1294,10,10,9,200,10.0,1,0.0005,10,1506.8297328948975,fl,-10.751638031005859,0.7552140541698538,0.7548121620200827
1312,10,10,6,50,10.0,1,0.0005,10,2477.2525522708893,central,13.773738193511964,0.7336236117006089,0.7331461311299503
1313,10,10,6,50,10.0,1,0.0005,10,2477.2525522708893,local,-8362.5845703125,0.6287455067559938,0.6280321663005842
1314,10,10,6,50,10.0,1,0.0005,10,2477.2525522708893,fl,-16.66233680844307,0.5967082431302807,0.5958680898664804
1316,10,10,7,300,1.0,1,0.0005,10,1364.2408368587494,central,16.3518630027771,0.7829555455872662,0.7825703229482298
1317,10,10,7,300,1.0,1,0.0005,10,1364.2408368587494,local,0.6948841363191605,0.7080214011519181,0.707488618564723
1318,10,10,7,300,1.0,1,0.0005,10,1364.2408368587494,fl,-5.493277549743652,0.7488289230021035,0.7484342276314045
1348,10,10,8,100,10.0,1,0.0005,10,865.1908774375916,central,15.358417415618897,0.747821523470897,0.7473708804375927
1349,10,10,8,100,10.0,1,0.0005,10,865.1908774375916,local,-160.42792892456055,0.6963820154575978,0.6958308605722695
1350,10,10,8,100,10.0,1,0.0005,10,865.1908774375916,fl,-15.319033741950989,0.7471679583855381,0.7467165267153422
1364,10,10,4,200,0.2,1,0.0005,10,2338.927515268326,central,16.150811290740968,0.7668872888192048,0.7664618370613913
1365,10,10,4,200,0.2,1,0.0005,10,2338.927515268326,local,-120.65393438339234,0.5611945096051498,0.5603785138954076
1366,10,10,4,200,0.2,1,0.0005,10,2338.927515268326,fl,1.2571591585874557,0.6465730911162574,0.6460476734023867
1368,10,10,3,100,10.0,1,0.0005,10,847.8703327178955,central,15.29883632659912,0.7479928460719136,0.7475396217566267
1369,10,10,3,100,10.0,1,0.0005,10,847.8703327178955,local,-197.69683532714845,0.6830589308593213,0.6824645447125728
1370,10,10,3,100,10.0,1,0.0005,10,847.8703327178955,fl,-15.505005407333375,0.7510057819185654,0.750558623930377
1376,10,10,1,100,1.0,1,0.0005,10,2577.4110708236694,central,16.162677192687987,0.7593334595698639,0.7589019636690558
1377,10,10,1,100,1.0,1,0.0005,10,2577.4110708236694,local,-420.3300590515137,0.6312144736904204,0.6305136039940831
1378,10,10,1,100,1.0,1,0.0005,10,2577.4110708236694,fl,-6.89598696231842,0.6799618903466672,0.679418803652213
1408,10,10,1,50,1.0,1,0.0005,10,1564.5301682949066,central,14.41064281463623,0.7048264895619226,0.704290725651191
1409,10,10,1,50,1.0,1,0.0005,10,1564.5301682949066,local,-10611.7576171875,0.5071605701329134,0.5060974791321954
1410,10,10,1,50,1.0,1,0.0005,10,1564.5301682949066,fl,-4.55211832523346,0.45714949519907966,0.45585945800579875
1424,10,10,2,200,10.0,1,0.0005,10,2275.333337545395,central,16.02774362564087,0.7740131112710856,0.773608643191701
1425,10,10,2,200,10.0,1,0.0005,10,2275.333337545395,local,3.5116145849227904,0.7363813920511655,0.7359080646696377
1426,10,10,2,200,10.0,1,0.0005,10,2275.333337545395,fl,-9.878357100486756,0.7576093977599948,0.7572110992361567
1428,10,10,9,300,10.0,1,0.0005,10,2383.2144923210144,central,15.570479679107667,0.7597614942865829,0.7593347724216603
1429,10,10,9,300,10.0,1,0.0005,10,2383.2144923210144,local,11.180465650558471,0.7393946124771815,0.7389275334295838
1430,10,10,9,300,10.0,1,0.0005,10,2383.2144923210144,fl,-8.715275400877,0.7522026623528809,0.7517902580259617
1436,10,10,6,50,0.2,1,0.0005,10,2504.4558317661285,central,14.11768913269043,0.7583647118683883,0.7579247609527132
1437,10,10,6,50,0.2,1,0.0005,10,2504.4558317661285,local,-11405.177783203126,0.39906058879940753,0.39779791056474145
1438,10,10,6,50,0.2,1,0.0005,10,2504.4558317661285,fl,-3.85105539560318,0.40661314971292234,0.4053571480857136
1456,10,10,8,200,1.0,1,0.0005,10,922.1324436664581,central,15.789601135253907,0.7487456434309028,0.7482958489655106
1457,10,10,8,200,1.0,1,0.0005,10,922.1324436664581,local,-30.89518152475357,0.6803513922970081,0.6797577766861987
1458,10,10,8,200,1.0,1,0.0005,10,922.1324436664581,fl,-10.303924012184144,0.723626891152379,0.7231882890500223
1460,10,10,6,100,0.2,1,0.0005,10,2387.239086151123,central,15.165127182006836,0.7656960064269325,0.765266172806709
1461,10,10,6,100,0.2,1,0.0005,10,2387.239086151123,local,-2037.565740966797,0.49124123022667543,0.4902502975005252
1462,10,10,6,100,0.2,1,0.0005,10,2387.239086151123,fl,1.4826745510101318,0.5670159562957995,0.5662849717132789
1464,10,10,3,200,0.2,1,0.0005,10,822.2023565769196,central,15.77444143295288,0.7506930392690486,0.7502397399535164
1465,10,10,3,200,0.2,1,0.0005,10,822.2023565769196,local,-215.24437103271484,0.5366053876605081,0.5356888348140141
1466,10,10,3,200,0.2,1,0.0005,10,822.2023565769196,fl,1.6205599009990692,0.6079176154133039,0.6073378785217737
1512,10,10,0,300,1.0,1,0.0005,10,2531.395397901535,central,16.707005500793457,0.7708723641681855,0.7704619476019801
1513,10,10,0,300,1.0,1,0.0005,10,2531.395397901535,local,-8.350729966163636,0.7115509266776439,0.7110254216704904
1514,10,10,0,300,1.0,1,0.0005,10,2531.395397901535,fl,-5.861540293693542,0.7358099499213664,0.7354125030008125
1516,10,10,1,50,10.0,1,0.0005,10,2571.650069952011,central,14.494630050659179,0.7234548122948101,0.7229610292587239
1517,10,10,1,50,10.0,1,0.0005,10,2571.650069952011,local,-5993.374487304687,0.6075269354239539,0.6067602288019949
1518,10,10,1,50,10.0,1,0.0005,10,2571.650069952011,fl,-8.29904580116272,0.571530815800247,0.5706586957039008
1540,10,10,7,300,0.2,1,0.0005,10,1359.4268605709076,central,16.323414611816407,0.790949512648033,0.7905711219839306
1541,10,10,7,300,0.2,1,0.0005,10,1359.4268605709076,local,-88.06641478538513,0.5952371452460277,0.5944506421788927
1542,10,10,7,300,0.2,1,0.0005,10,1359.4268605709076,fl,3.553036719560623,0.6865941432981295,0.6861073159062525
1556,10,10,5,300,10.0,1,0.0005,10,2336.1483368873596,central,16.026795291900633,0.7467113670526445,0.7462536009626468
1557,10,10,5,300,10.0,1,0.0005,10,2336.1483368873596,local,10.419312858581543,0.7487435074336848,0.7482921211769391
1558,10,10,5,300,10.0,1,0.0005,10,2336.1483368873596,fl,-7.850264000892639,0.7624900358330595,0.7620881188398129
1564,10,10,4,200,1.0,1,0.0005,10,1560.134004831314,central,15.874617576599121,0.7783976834629923,0.7780047717447247
1565,10,10,4,200,1.0,1,0.0005,10,1560.134004831314,local,-56.03423405885697,0.6853361436920405,0.6847560227597155
1566,10,10,4,200,1.0,1,0.0005,10,1560.134004831314,fl,-9.253493678569793,0.7474470949852936,0.7470383939074547
1600,10,10,5,200,1.0,1,0.0005,10,902.4262094497681,central,15.26281681060791,0.7749822089475554,0.7745787468847571
1601,10,10,5,200,1.0,1,0.0005,10,902.4262094497681,local,-16.386821746826172,0.6910273690006232,0.6904645803832316
1602,10,10,5,200,1.0,1,0.0005,10,902.4262094497681,fl,-7.327607989311218,0.7307809733154181,0.7303618029621604
1604,10,10,6,300,0.2,1,0.0005,10,1667.2704000473022,central,16.287426280975343,0.7680705758525294,0.7676485798113726
1605,10,10,6,300,0.2,1,0.0005,10,1667.2704000473022,local,-216.92806100845337,0.561685176399032,0.5608385755820418
1606,10,10,6,300,0.2,1,0.0005,10,1667.2704000473022,fl,1.1014555841684341,0.6290487075599124,0.6284587193361648
1620,10,10,4,300,10.0,1,0.0005,10,2360.235735177994,central,15.787416553497314,0.7329861314846122,0.7325111214436226
1621,10,10,4,300,10.0,1,0.0005,10,2360.235735177994,local,11.572832679748535,0.7471861086955053,0.7467324504432094
1622,10,10,4,300,10.0,1,0.0005,10,2360.235735177994,fl,-9.501323413848876,0.7666342127051944,0.7662306962211476
1656,10,10,1,300,1.0,1,0.0005,10,1569.6158571243286,central,16.523589420318604,0.7631562087621834,0.7627328342113084
1657,10,10,1,300,1.0,1,0.0005,10,1569.6158571243286,local,7.754107069969177,0.7005834494275958,0.7000388693696602
1658,10,10,1,300,1.0,1,0.0005,10,1569.6158571243286,fl,-3.7755979895591736,0.7134181678666813,0.7129818980676687
1660,10,10,0,50,10.0,1,0.0005,10,2543.491926431656,central,14.76908483505249,0.7562896137685933,0.7558562087421096
1661,10,10,0,50,10.0,1,0.0005,10,2543.491926431656,local,-6882.210278320313,0.5712747661587435,0.5704394162007981
1662,10,10,0,50,10.0,1,0.0005,10,2543.491926431656,fl,-19.596093082427977,0.6178894559760183,0.617159479082414
1700,10,10,2,200,0.2,1,0.0005,10,870.6444325447083,central,15.99942855834961,0.7437627419711782,0.7433047175178745
1701,10,10,2,200,0.2,1,0.0005,10,870.6444325447083,local,-273.9605720996857,0.5495847538233509,0.5487222675348394
1702,10,10,2,200,0.2,1,0.0005,10,870.6444325447083,fl,4.64230640232563,0.6247540596295215,0.6241657385994654
1712,10,10,9,200,1.0,1,0.0005,10,2337.0142691135406,central,15.103149795532227,0.7479644569730953,0.7475138226286734
1713,10,10,9,200,1.0,1,0.0005,10,2337.0142691135406,local,-59.60205364190042,0.6685730316413995,0.6679564621933989
1714,10,10,9,200,1.0,1,0.0005,10,2337.0142691135406,fl,-4.47378856446594,0.7242194499463342,0.7237834524707248
1716,10,10,7,100,0.2,1,0.0005,10,2634.6269719600677,central,15.35115966796875,0.7803364942461319,0.7799767479784779
1717,10,10,7,100,0.2,1,0.0005,10,2634.6269719600677,local,-715.0880020141601,0.5228242475489795,0.5218931733446484
1718,10,10,7,100,0.2,1,0.0005,10,2634.6269719600677,fl,5.095551002025604,0.5485853305977691,0.5478049783737307
1724,10,10,7,50,0.2,1,0.0005,10,2167.3155312538147,central,14.670137310028077,0.7275456879993129,0.727059822343881
1725,10,10,7,50,0.2,1,0.0005,10,2167.3155312538147,local,-16777.621203613282,0.42811007968195475,0.4269518475652476
1726,10,10,7,50,0.2,1,0.0005,10,2167.3155312538147,fl,-0.19565847516059875,0.34925109655788356,0.3477088940138059
1732,10,10,8,300,10.0,1,0.0005,10,1488.7678184509277,central,16.08399534225464,0.7611547965644422,0.7607296000459486
1733,10,10,8,300,10.0,1,0.0005,10,1488.7678184509277,local,11.344722127914428,0.7328346605409547,0.7323555197906282
1734,10,10,8,300,10.0,1,0.0005,10,1488.7678184509277,fl,-8.25647485256195,0.7539016303546355,0.7534808013369494
1748,10,10,3,200,10.0,1,0.0005,10,2419.001819372177,central,16.088502407073975,0.7577220285454043,0.7572889833883867
1749,10,10,3,200,10.0,1,0.0005,10,2419.001819372177,local,3.3240366160869597,0.7267279223226705,0.726237995681306
1750,10,10,3,200,10.0,1,0.0005,10,2419.001819372177,fl,-7.7867248296737674,0.7639232645713092,0.763533338914234
1756,10,10,0,50,1.0,1,0.0005,10,2456.6128096580505,central,14.66041316986084,0.7398969542501352,0.7394349128171823
1757,10,10,0,50,1.0,1,0.0005,10,2456.6128096580505,local,-11125.319799804687,0.5194719798142863,0.5185183183924199
1758,10,10,0,50,1.0,1,0.0005,10,2456.6128096580505,fl,-7.978954064846039,0.4790495986655145,0.4778989232430103
1784,10,10,0,100,1.0,1,0.0005,10,2610.820381164551,central,16.284611988067628,0.7644564586028751,0.7640341147434834
1785,10,10,0,100,1.0,1,0.0005,10,2610.820381164551,local,-617.3541046142578,0.6149177109269239,0.6141855785141476
1786,10,10,0,100,1.0,1,0.0005,10,2610.820381164551,fl,-7.249993062019348,0.6532651946429529,0.652687219226072
1792,10,10,2,100,10.0,1,0.0005,10,2548.483674764633,central,15.413634300231934,0.7152949734429029,0.714785145228539
1793,10,10,2,100,10.0,1,0.0005,10,2548.483674764633,local,-139.5219497680664,0.6967512994674616,0.6962016777353264
1794,10,10,2,100,10.0,1,0.0005,10,2548.483674764633,fl,-12.901305150985717,0.7346422993911063,0.734186639586196
